probe	gene
A_24_P75056	POLD3
A_24_P75072	SMUG1
A_24_P751074	ETS1
A_24_P75190	HBD
A_24_P75220	MAGI1
A_24_P75230	MRLC2
A_24_P753161	BMPR2
A_24_P754086	NCL
A_24_P754803	RPL10
A_24_P759477	ITGB8
A_24_P76267	GGT1
A_24_P7642	FABP5
A_24_P76546	WASF2
A_24_P765784	GTF2I
A_24_P766204	U56433
A_24_P766208	RPL3
A_24_P76666	CSNK2A1
A_24_P76759	FARP2
A_24_P76805	DHDDS
A_24_P76831	SLC11A1
A_24_P76844	APC2
A_24_P76898	PPP2R5C
A_24_P77008	PTGS2
A_24_P77082	KMO
A_24_P77432	ROBO1
A_24_P77676	HSPA9
A_24_P777918	AI143493
A_24_P778649	MDM4
A_24_P77968	FLNC
A_24_P782084	AI961429
A_24_P782308	CR596491
A_24_P784765	CD59
A_24_P787897	XYLT1
A_24_P7887	EP300
A_24_P79054	TGFB1
A_24_P79070	GNG8
A_24_P79241	UBOX5
A_24_P792734	PSMC6
A_24_P79300	CLDN5
A_24_P79403	PF4
A_24_P79413	SEC11A
A_24_P7946	EXOC4
A_24_P7950	VAV3
A_24_P795594	ALG9
A_24_P79750	AKR1A1
A_24_P79755	AKR1A1
A_24_P79955	RBM8A
A_24_P801264	HMGB1
A_24_P801451	EHMT2
A_24_P803801	GTF2I
A_24_P804263	CSNK2B
A_24_P8049	CNOT2
A_24_P80500	BDH2
A_24_P80532	CCNG2
A_24_P80633	CTNNA1
A_24_P8098	NSD1
A_24_P813147	TUBB8
A_24_P81473	GOT1
A_24_P816115	AW197343
A_24_P81740	TALDO1
A_24_P81841	CDKN1B
A_24_P82106	MMP14
A_24_P8220	HS6ST1
A_24_P823684	HSP90AB1
A_24_P82419	H3F3B
A_24_P824592	RBMX
A_24_P82749	CD37
A_24_P82880	TPM4
A_24_P828949	FLJ10292
A_24_P830667	RPL21
A_24_P830690	PDPK1
A_24_P83102	IGLL1
A_24_P8349	ZFYVE16
A_24_P83615	NLRP1
A_24_P838743	SERPINB6
A_24_P83899	GRM5
A_24_P83922	SNRPC
A_24_P84419	VAV2
A_24_P84428	CACYBP
A_24_P844984	PIGR
A_24_P845223	M27126
A_24_P84657	MUC2
A_24_P8474	PTPRZ1
A_24_P84834	DGKA
A_24_P84898	FEN1
A_24_P8494	SEC61B
A_24_P849801	RPL22
A_24_P85026	ZCCHC7
A_24_P85123	OXCT2
A_24_P85143	ROBO3
A_24_P85181	ZFYVE20
A_24_P852601	HNF4G
A_24_P852756	HLA-DQA2
A_24_P85283	POLR3A
A_24_P85365	NDST2
A_24_P85537	MAP3K13
A_24_P85539	FN1
A_24_P85557	GPR37
A_24_P85574	F2
A_24_P857669	AB002438
A_24_P860781	AK092921
A_24_P862886	DRD5
A_24_P86389	HIST1H2AM
A_24_P86537	HSPB1
A_24_P867342	BC020920
A_24_P86968	CD3E
A_24_P86993	JAM3
A_24_P8721	HIST2H2AC
A_24_P87257	RCOR1
A_24_P873764	BCR
A_24_P87746	KIR2DS4
A_24_P881527	CTNND1
A_24_P88554	PEX11B
A_24_P886040	DCP2
A_24_P88690	SLC11A1
A_24_P88800	COX7A2L
A_24_P88850	MRAS
A_24_P88870	B3GALNT1
A_24_P88921	XPC
A_24_P889720	UBC
A_24_P89080	DCK
A_24_P89284	HARS
A_24_P89457	CDKN1A
A_24_P89509	TRMT11
A_24_P89701	IMPDH1
A_24_P89708	IMPDH1
A_24_P89891	TRAF1
A_24_P902100	AGPS
A_24_P902345	BM973454
A_24_P904903	BAT1
A_24_P90637	SOCS4
A_24_P910310	MITF
A_24_P91035	H3F3B
A_24_P910360	AA576497
A_24_P910625	BQ320385
A_24_P910898	MUTYH
A_24_P910923	GALNT10
A_24_P911147	LAMB4
A_24_P911259	AK023557
A_24_P91140	RPL23A
A_24_P911571	GNB5
A_24_P911607	WNT7B
A_24_P91165	CACNB1
A_24_P911678	PDE5A
A_24_P911775	PPP2R2D
A_24_P911788	HLA-DOB
A_24_P911857	AI627917
A_24_P911939	CHRM2
A_24_P912058	HEXA
A_24_P912074	INPP5D
A_24_P912706	AI805367
A_24_P912720	CHRNA4
A_24_P912889	SELS
A_24_P91310	PSMC4
A_24_P913115	PTEN
A_24_P913132	SSBP1
A_24_P913156	CYP2U1
A_24_P913168	AA835868
A_24_P913210	SLC11A2
A_24_P913227	CDC23
A_24_P913384	BQ323258
A_24_P913489	LDLR
A_24_P913900	SLC8A1
A_24_P914062	BE644757
A_24_P914362	BC001879
A_24_P914376	EPOR
A_24_P914434	GSTM3
A_24_P914513	BCKDHB
A_24_P914519	CYBB
A_24_P914573	SULT1A3
A_24_P914688	GRIA2
A_24_P915000	AA703432
A_24_P915225	CYSLTR1
A_24_P915492	INPP4B
A_24_P915591	COL4A6
A_24_P91566	BMP7
A_24_P915787	BM982932
A_24_P915806	HNMT
A_24_P915908	TUSC3
A_24_P915963	AK025225
A_24_P916195	GTSE1
A_24_P916196	AF349445
A_24_P916251	RPL28
A_24_P916314	HIP1
A_24_P916494	PPA2
A_24_P916496	PRKCA
A_24_P916585	ENTPD6
A_24_P916916	CYP3A5
A_24_P916927	DGKE
A_24_P917015	DYNC2H1
A_24_P917026	NF1
A_24_P917175	DNAH1
A_24_P917280	ALDH1A3
A_24_P917650	AK023076
A_24_P917711	PRKAB2
A_24_P917729	AGK
A_24_P917744	DCTN1
A_24_P917783	RUNX1
A_24_P917934	U2AF1
A_24_P918065	PXMP2
A_24_P918175	TBK1
A_24_P91832	ATP1B4
A_24_P918335	AU144988
A_24_P918384	LOC202347
A_24_P918387	POLE
A_24_P918436	CSNK1E
A_24_P918552	CK818049
A_24_P918740	APC
A_24_P918970	ERBB3
A_24_P919096	ERBB3
A_24_P919249	ADCY5
A_24_P919330	FTH1
A_24_P919442	BQ292684
A_24_P919460	RPS2
A_24_P919538	U94902
A_24_P919616	BF899060
A_24_P919640	U94903
A_24_P919850	BDKRB1
A_24_P919876	SHMT1
A_24_P919974	REN
A_24_P919989	BC015334
A_24_P920090	NR5A2
A_24_P920102	SYF2
A_24_P920525	SORBS1
A_24_P920534	GSTM3
A_24_P920544	S72479
A_24_P920646	CYP19A1
A_24_P920994	PGLS
A_24_P921032	SLC2A3P1
A_24_P921122	TXK
A_24_P921129	PDE4B
A_24_P921232	PEX14
A_24_P921260	AK022030
A_24_P921321	BC019824
A_24_P921366	CALD1
A_24_P921485	AA906057
A_24_P921584	ALDOA
A_24_P921933	SFRS1
A_24_P922261	SRGAP1
A_24_P922271	S72478
A_24_P922793	AF268194
A_24_P922919	ACP1
A_24_P923011	PLG
A_24_P923028	TAT
A_24_P923251	TGM2
A_24_P923353	ALDH5A1
A_24_P923591	AF320072
A_24_P923704	AF321778
A_24_P923962	STAT3
A_24_P923984	AK024292
A_24_P924166	NANP
A_24_P924183	MYO10
A_24_P924301	GALNTL4
A_24_P924462	PRKCZ
A_24_P924504	M96686
A_24_P924602	TH
A_24_P92472	CFI
A_24_P924721	TPM1
A_24_P924895	BF826743
A_24_P924957	KRT18
A_24_P924979	CB052856
A_24_P925040	CAV2
A_24_P925314	GM2A
A_24_P925505	CD36
A_24_P925615	S71486
A_24_P926058	Y10152
A_24_P926195	MAN1A2
A_24_P926400	GGA1
A_24_P926410	S61396
A_24_P926529	MPHOSPH6
A_24_P926554	AK056365
A_24_P926624	AF143324
A_24_P926859	SEC24D
A_24_P926914	BX381332
A_24_P926979	FLT4
A_24_P927287	KRAS
A_24_P927304	TNNT2
A_24_P927377	AA747799
A_24_P927639	BC032755
A_24_P927815	RP11-78J21.1
A_24_P927850	AK096721
A_24_P927886	GNA11
A_24_P928052	NRP1
A_24_P928306	SFTPA2
A_24_P928391	AF086179
A_24_P9285	LMAN2
A_24_P928637	ASAH1
A_24_P928658	SFTPA1
A_24_P928798	AK056260
A_24_P928872	AK027319
A_24_P929003	ITGB3
A_24_P929369	AP4E1
A_24_P929754	MKNK2
A_24_P929807	TRA2A
A_24_P929824	ITGB8
A_24_P929856	BE502686
A_24_P930597	BG259864
A_24_P930985	AK090416
A_24_P931250	ALOX15
A_24_P931355	CFTR
A_24_P931472	L31408
A_24_P931859	AK074662
A_24_P932016	HUWE1
A_24_P9321	HIST1H3I
A_24_P932208	CREB1
A_24_P932418	AP2A2
A_24_P93251	EIF4B
A_24_P932594	AL080134
A_24_P933108	S57296
A_24_P933228	IL8RB
A_24_P933418	ABI2
A_24_P93353	KIAA0372
A_24_P933565	PGAP1
A_24_P934065	AL567265
A_24_P934145	MYH6
A_24_P934245	AK092801
A_24_P934355	NOS1
A_24_P934477	CBR3
A_24_P934546	SFRP2
A_24_P934656	AW504569
A_24_P934809	CSNK2A2
A_24_P935009	CRKL
A_24_P935026	STK4
A_24_P935033	IL6ST
A_24_P935093	BQ018742
A_24_P935103	ADCY9
A_24_P935330	AJ002788
A_24_P935491	COL3A1
A_24_P935819	SOD2
A_24_P935889	ACOX1
A_24_P935919	RAPGEF2
A_24_P935986	BCAT1
A_24_P936041	HERC4
A_24_P936122	STX16
A_24_P936171	AGMAT
A_24_P936232	SLIT3
A_24_P936319	BC030115
A_24_P936444	NFE2L2
A_24_P936605	U87972
A_24_P936767	TRIM25
A_24_P936779	PLCB2
A_24_P936884	CALD1
A_24_P936963	CV390614
A_24_P937029	AI697848
A_24_P937139	SNAI2
A_24_P937256	U88316
A_24_P937319	HGS
A_24_P93741	LOC285398
A_24_P937445	TAOK1
A_24_P937582	AK027610
A_24_P937588	S81335
A_24_P937649	HLA-DQB1
A_24_P937855	CR936771
A_24_P937915	PRKCH
A_24_P938135	Z25424
A_24_P938169	RPL22
A_24_P938293	HES1
A_24_P938303	GRPR
A_24_P938313	FHIT
A_24_P938324	AI248320
A_24_P938577	AW975410
A_24_P938614	AK026697
A_24_P93916	PER1
A_24_P940006	EFNB3
A_24_P940125	CNOT6
A_24_P940166	PAPSS2
A_24_P940288	PGS1
A_24_P940441	HIST1H2AK
A_24_P94054	STK4
A_24_P940656	CDH4
A_24_P940803	SELI
A_24_P940815	SGPL1
A_24_P940831	ACSS1
A_24_P940897	OR2H1
A_24_P941217	SGPP2
A_24_P941245	AW081991
A_24_P941268	CA5B
A_24_P941353	PCYT1B
A_24_P941441	GNA13
A_24_P941526	ACSL6
A_24_P941557	FAM125B
A_24_P941643	PLCB1
A_24_P941845	GMPPB
A_24_P941870	ALDH1L1
A_24_P941896	GRID1
A_24_P941912	DTX3L
A_24_P941922	CNOT4
A_24_P941947	AYTL2
A_24_P942002	CENTB2
A_24_P942112	POLR1B
A_24_P942177	AA779418
A_24_P942296	CNOT2
A_24_P942328	DHFR
A_24_P942370	GALNT4
A_24_P942441	NRXN1
A_24_P942454	INADL
A_24_P942589	AL137342
A_24_P942604	SMC1A
A_24_P942805	LOC283871
A_24_P942850	PGAP1
A_24_P942969	FUT2
A_24_P943040	GNPNAT1
A_24_P943106	SR140
A_24_P943252	HIST1H2BN
A_24_P943335	PRKAR2A
A_24_P943358	DBF4
A_24_P943588	TXNRD2
A_24_P943792	CD47
A_24_P943815	PNPLA4
A_24_P943957	PIP5K3
A_24_P944054	CXCL12
A_24_P944131	GPR83
A_24_P944291	FZR1
A_24_P944519	PDE4D
A_24_P944782	AA719759
A_24_P944827	ATG7
A_24_P944848	PIGT
A_24_P944964	GP5
A_24_P945029	RAB11FIP1
A_24_P945096	CACNA1I
A_24_P945147	RABEP1
A_24_P945194	PDCD6IP
A_24_P945262	AK097139
A_24_P945293	VPS24
A_24_P945312	PAPOLB
A_24_P945355	B3GNT4
A_24_P945365	PTGER3
A_24_P945396	SF3B3
A_24_P9454	OGDH
A_24_P95007	GTF2I
A_24_P95154	TUSC3
A_24_P95439	CARS
A_24_P96403	RUNX1
A_24_P96527	ATP5L
A_24_P9671	DNAJA1
A_24_P97001	PRPF38A
A_24_P97129	SDC1
A_24_P97145	KIDINS220
A_24_P97465	CISH
A_24_P97687	HTR1A
A_24_P97931	CSNK2B
A_24_P98006	MCHR2
A_24_P98086	GNA12
A_24_P98411	HSPA5
A_24_P98524	PPP3CB
A_24_P98762	PPP2R1B
A_24_P98843	GAB2
A_24_P98914	PFKM
A_24_P99244	FGF7
A_24_P99679	POLR2A
A_24_P99963	CSNK1G2
A_32_P10003	TUBA3D
A_32_P100379	PDGFRA
A_32_P100428	UBE2L3
A_32_P100974	RPL24
A_32_P101301	USP39
A_32_P102062	FOXO3
A_32_P102111	BM091498
A_32_P102745	R78313
A_32_P102935	SPDYA
A_32_P10311	AF305816
A_32_P103309	ALG10B
A_32_P103633	MCM2
A_32_P103945	B4GALT4
A_32_P104075	PAK2
A_32_P104407	CB243784
A_32_P104825	UBE2F
A_32_P104861	AL567699
A_32_P105195	DDX46
A_32_P105273	AU185665
A_32_P106117	GGA2
A_32_P106235	AA293788
A_32_P106615	AW268902
A_32_P107029	NAPSA
A_32_P107617	SFTPD
A_32_P108277	BQ130147
A_32_P108387	CF528315
A_32_P108636	RPL10
A_32_P108655	AK3L1
A_32_P109002	SMAD2
A_32_P110042	BE719776
A_32_P110372	SLC8A1
A_32_P110942	CA432213
A_32_P111565	FTH1
A_32_P112331	AK026225
A_32_P113066	LRAT
A_32_P113436	RP11-78J21.1
A_32_P113742	RPL21
A_32_P114348	RNF5
A_32_P114574	CACYBP
A_32_P11471	FAU
A_32_P11477	FAU
A_32_P11499	UBE2N
A_32_P115015	CDC42
A_32_P115162	AA043564
A_32_P115796	GRIK2
A_32_P116203	NCF1
A_32_P116857	PDE11A
A_32_P116881	RPLP0
A_32_P117145	LRDD
A_32_P11786	SFRS6
A_32_P117957	CV323908
A_32_P117977	BX360933
A_32_P118258	RPL21
A_32_P118655	CTBP1
A_32_P119007	ESPL1
A_32_P119197	TPM3
A_32_P119233	AI457687
A_32_P119998	DB356469
A_32_P12104	ANAPC1
A_32_P121424	ATP6V0D2
A_32_P121794	EXOSC6
A_32_P12214	LOC440093
A_32_P122226	AMDHD1
A_32_P122703	PGM2L1
A_32_P122891	AK092163
A_32_P123088	TICAM2
A_32_P123106	PAPOLG
A_32_P12344	BU618279
A_32_P123589	AW327568
A_32_P123771	ATP5E
A_32_P123788	LENG4
A_32_P124746	RHEB
A_32_P125096	BQ345506
A_32_P125103	AA902595
A_32_P12580	SMAD2
A_32_P12639	PSMD12
A_32_P126846	AI435603
A_32_P127153	SORD
A_32_P127566	BE693409
A_32_P128006	AA778291
A_32_P128496	DQ786272
A_32_P128588	AW851396
A_32_P128773	BX457728
A_32_P129621	ADAM17
A_32_P129862	AK125389
A_32_P131608	AW627852
A_32_P132060	BE836206
A_32_P133244	PARN
A_32_P134209	ACVR2B
A_32_P134580	HMGB1
A_32_P134788	RPL7A
A_32_P134931	N90434
A_32_P135243	MTHFD1L
A_32_P135818	RPS3A
A_32_P135972	AK091338
A_32_P136204	BQ548663
A_32_P136295	GNG7
A_32_P136319	RPL36A
A_32_P136588	BF928446
A_32_P13728	HSPA8
A_32_P137745	AW298233
A_32_P137939	ACTB
A_32_P138666	BX414807
A_32_P139909	CD607715
A_32_P140139	F13A1
A_32_P140489	GDF6
A_32_P140706	PMS2
A_32_P141262	CNOT7
A_32_P141612	ORC4L
A_32_P141768	AGPAT4
A_32_P142013	RABEP1
A_32_P142028	HNRPC
A_32_P14253	AW950828
A_32_P142991	AK026351
A_32_P143048	ZFYVE9
A_32_P143057	AI267511
A_32_P143496	H81180
A_32_P14386	BQ272313
A_32_P143980	AA464246
A_32_P144342	PARP4
A_32_P144619	BF827074
A_32_P14463	BM999337
A_32_P145153	RPL31
A_32_P14544	RPS2
A_32_P145477	BX350256
A_32_P145502	BE710618
A_32_P146169	AW673984
A_32_P146309	CACNB2
A_32_P146394	AI537201
A_32_P146815	BC062473
A_32_P147078	SLC8A1
A_32_P147241	PKM2
A_32_P14744	RPS15A
A_32_P148199	BM667833
A_32_P148672	SNRPD1
A_32_P148710	CFL1
A_32_P14894	RPS10
A_32_P149011	CN479126
A_32_P149389	BX102314
A_32_P149640	EPHA5
A_32_P150030	PPM1D
A_32_P15017	RICTOR
A_32_P150382	VWF
A_32_P15070	AY429544
A_32_P150891	DIAPH3
A_32_P150928	HS2ST1
A_32_P151102	MSN
A_32_P151263	SLC2A4
A_32_P151544	KRT18
A_32_P151594	SRP9
A_32_P151909	BX444107
A_32_P152348	HIST1H2BD
A_32_P153071	VIPR2
A_32_P153979	CD608671
A_32_P154256	YWHAQ
A_32_P155247	FTL
A_32_P155364	RPL7
A_32_P155506	UBE2E2
A_32_P155631	SDHD
A_32_P155786	RPS2
A_32_P155802	AI369133
A_32_P156237	RPSA
A_32_P156322	COL6A3
A_32_P156628	BQ379494
A_32_P156963	ACTG1
A_32_P157304	AI919230
A_32_P157945	DSP
A_32_P15829	AW389914
A_32_P158746	RPL17
A_32_P15898	CB240572
A_32_P159347	HNRPA3
A_32_P159400	EDD1
A_32_P159445	IQSEC2
A_32_P159612	ACCN1
A_32_P159651	PCAF
A_32_P159877	R78502
A_32_P160537	AK123610
A_32_P160547	ERCC4
A_32_P160883	NEDD4
A_32_P160896	FTMT
A_32_P161140	AI824599
A_32_P161166	AY927536
A_32_P162004	RPL29
A_32_P162150	MAP3K7IP3
A_32_P162183	C2
A_32_P162187	C2
A_32_P162338	TPM3
A_32_P162726	AF126109
A_32_P163125	SGMS1
A_32_P163169	VDAC1
A_32_P163247	CD8A
A_32_P163858	SCD
A_32_P164630	RPS10
A_32_P165340	SRP9
A_32_P165974	GRM7
A_32_P165993	CB853344
A_32_P166235	BQ310542
A_32_P167000	CK818527
A_32_P167148	PIGW
A_32_P16747	RPL21
A_32_P168202	RP11-78J21.1
A_32_P168247	COX6A1
A_32_P16854	ANAPC13
A_32_P168660	AA687964
A_32_P169003	UBE2R2
A_32_P169114	AK124698
A_32_P169131	ALG1
A_32_P169574	OTUD5
A_32_P169688	HNF4A
A_32_P1701	POLA1
A_32_P170104	AW751974
A_32_P170406	TLN2
A_32_P170888	CNOT7
A_32_P171200	BU607658
A_32_P171313	GNB4
A_32_P171328	UBE2S
A_32_P171488	BG950086
A_32_P17182	N48043
A_32_P172320	BE019257
A_32_P172339	GRIA2
A_32_P172848	GK
A_32_P173298	SF3B3
A_32_P174083	CYCS
A_32_P174303	MPV17L
A_32_P174374	AW002417
A_32_P174713	SRP72
A_32_P175198	ACTG1
A_32_P175282	BF149382
A_32_P175580	RPS15A
A_32_P175674	N47494
A_32_P175739	HK2
A_32_P175934	CD48
A_32_P176036	AK127258
A_32_P176066	EIF4E
A_32_P17635	SFRS2B
A_32_P178800	ITGA2
A_32_P178945	YOD1
A_32_P179138	BC039414
A_32_P179148	CN431194
A_32_P179199	BE181768
A_32_P179258	RAB22A
A_32_P179295	RPS9
A_32_P180199	AW511634
A_32_P180603	AA865794
A_32_P181131	AW467174
A_32_P181222	KCNMA1
A_32_P181822	R88965
A_32_P182439	POLD3
A_32_P18258	TALDO1
A_32_P182882	RPS25
A_32_P182941	RPS3
A_32_P183022	ENAH
A_32_P183765	ERBB4
A_32_P184279	CCDC6
A_32_P184367	RPL10
A_32_P184518	RPL21
A_32_P184796	RPLP0
A_32_P184916	GNB4
A_32_P184933	UBE2S
A_32_P185140	AK094175
A_32_P185149	RNF5
A_32_P186121	PHKA1
A_32_P18668	RAB3B
A_32_P186889	TPM3
A_32_P186981	RPL17
A_32_P187234	AI028577
A_32_P187327	TUBB2C
A_32_P188178	TRIP12
A_32_P188263	AW383740
A_32_P189093	AI090167
A_32_P189803	HNRPA1
A_32_P190097	AI467970
A_32_P190222	AI167420
A_32_P191417	AW276186
A_32_P191527	SETD8
A_32_P191665	BF088423
A_32_P191859	SETD8
A_32_P192430	CKS1B
A_32_P192692	KCNMA1
A_32_P192804	BF195626
A_32_P192823	PRPS1L1
A_32_P192970	ALDH4A1
A_32_P193166	AA495894
A_32_P193288	RPL18A
A_32_P193322	RICTOR
A_32_P193646	RBMX
A_32_P194062	TYR
A_32_P19431	RP11-78J21.1
A_32_P194821	RPL21
A_32_P195065	SEMA4F
A_32_P195137	AW858928
A_32_P195181	AI380795
A_32_P195478	RASGRP1
A_32_P195515	IQSEC3
A_32_P195853	AP3M1
A_32_P196021	FGF7
A_32_P196029	FGF7
A_32_P19608	GNPDA2
A_32_P196483	RPS3A
A_32_P197016	RFC3
A_32_P197109	AI559980
A_32_P198399	ADH5
A_32_P198923	YWHAZ
A_32_P199126	LAMA1
A_32_P199301	TFDP1
A_32_P199736	AA765447
A_32_P199796	DMD
A_32_P201496	POLR3H
A_32_P201677	AL566187
A_32_P201723	BU624603
A_32_P201897	FMN2
A_32_P202057	YWHAQ
A_32_P202488	RPL21
A_32_P202597	AI523995
A_32_P203154	RPL21
A_32_P203362	AL561405
A_32_P20367	RPS7
A_32_P203917	C9
A_32_P204019	RPL29
A_32_P204137	GABRA4
A_32_P204676	FABP5
A_32_P205139	CA943539
A_32_P20535	AA279208
A_32_P205550	RPL26L1
A_32_P205553	RPL26L1
A_32_P205637	PARD6B
A_32_P206123	PLG
A_32_P206136	AW178774
A_32_P206698	CKS1B
A_32_P206899	DNAH2
A_32_P207360	AK2
A_32_P207789	BQ017638
A_32_P207885	BX641010
A_32_P208076	ITGA2
A_32_P208078	MTHFR
A_32_P208178	RPS3A
A_32_P208403	GNG2
A_32_P208424	H3F3A
A_32_P208753	BG191465
A_32_P20904	AY927536
A_32_P209350	RPL3
A_32_P209806	BE003490
A_32_P209960	CIITA
A_32_P210031	ACSL6
A_32_P210252	RPL22
A_32_P210390	AA991174
A_32_P211045	DHFR
A_32_P211386	BX490547
A_32_P212411	AA412217
A_32_P212764	AA554768
A_32_P212886	TBXAS1
A_32_P213086	AI766403
A_32_P213389	BE739632
A_32_P213418	PLN
A_32_P213755	AL555100
A_32_P21384	RPL17
A_32_P214011	AI620901
A_32_P215318	ACACA
A_32_P215404	AI915259
A_32_P215691	AA743218
A_32_P215714	RPL6
A_32_P215789	FARSB
A_32_P21579	TRDMT1
A_32_P215900	BQ000605
A_32_P216193	F13170
A_32_P216426	RP11-78J21.1
A_32_P216507	AI024778
A_32_P216520	WIF1
A_32_P216548	LDLRAP1
A_32_P217750	IL3RA
A_32_P217814	BF592096
A_32_P218249	TDG
A_32_P218734	COL5A2
A_32_P218883	RFK
A_32_P219031	RPL21
A_32_P219753	POLR2D
A_32_P21993	TPM4
A_32_P220127	RPL34
A_32_P220307	RPL39
A_32_P22078	RPS9
A_32_P220798	CD34
A_32_P220826	WBSCR22
A_32_P220938	RPE
A_32_P221552	BE173582
A_32_P221799	HIST1H2AM
A_32_P221832	CD630738
A_32_P22275	AA418814
A_32_P222857	RBMX
A_32_P223017	MAP3K6
A_32_P22338	PDCD6IP
A_32_P223400	AW316654
A_32_P223456	RPS9
A_32_P223504	AA563626
A_32_P223644	EDC3
A_32_P224525	LOC131873
A_32_P224992	AI906074
A_32_P225119	AW751256
A_32_P225604	RPL5
A_32_P225854	SPRED2
A_32_P226073	BF803156
A_32_P226149	YWHAZ
A_32_P22654	ALAS2
A_32_P226656	BF760214
A_32_P22750	CA421238
A_32_P228037	PDE11A
A_32_P228501	CDC26
A_32_P229104	BM983822
A_32_P229132	FMN2
A_32_P229221	GRID2
A_32_P230838	BF085047
A_32_P231226	AK095046
A_32_P231391	LDHA
A_32_P231415	AF132203
A_32_P23272	AF085871
A_32_P232747	ASNS
A_32_P232865	BCR
A_32_P233860	YWHAZ
A_32_P234145	SHC4
A_32_P234184	HES5
A_32_P2342	BX641010
A_32_P234604	PFN1
A_32_P234738	RPL21
A_32_P235128	RPL37
A_32_P235145	AI348443
A_32_P23517	BU753102
A_32_P23624	ABCB10
A_32_P24581	RPS27A
A_32_P25050	RDH10
A_32_P25204	PRKDC
A_32_P25273	HSPD1
A_32_P25357	CDH15
A_32_P25371	RPL35
A_32_P25437	SLC12A2
A_32_P25514	GABRG2
A_32_P25972	BE826587
A_32_P26092	TNFRSF4
A_32_P26103	AGPAT2
A_32_P27763	U92025
A_32_P27878	AA399656
A_32_P28284	TPM4
A_32_P28309	AI916036
A_32_P28685	SNRPA1
A_32_P28812	BM980603
A_32_P28872	TALDO1
A_32_P29118	SEMA3D
A_32_P29130	BG058000
A_32_P29451	AW386276
A_32_P29632	CXADR
A_32_P29784	TPM3
A_32_P30004	AF086044
A_32_P302205	SI
A_32_P305020	LOC200169
A_32_P30693	RUVBL1
A_32_P30710	RPL23
A_32_P30926	DYNC1I2
A_32_P309662	TAS2R39
A_32_P310503	OR2M2
A_32_P31182	RPL7
A_32_P31240	SEMA3D
A_32_P313405	LAMA1
A_32_P31618	GSR
A_32_P31633	SF3B1
A_32_P318086	FLAD1
A_32_P31945	ACADSB
A_32_P32254	COL6A1
A_32_P324533	SH2D1B
A_32_P32739	NAGS
A_32_P332320	BC010126
A_32_P33576	OPRK1
A_32_P34186	EIF4B
A_32_P342064	FTH1
A_32_P34552	POLB
A_32_P349145	SLC4A4
A_32_P351968	HLA-DMB
A_32_P353798	PTDSS2
A_32_P35512	SSB
A_32_P356316	HLA-DOA
A_32_P358887	SLC4A4
A_32_P35906	BQ010172
A_32_P36192	BAT1
A_32_P36313	VTI1A
A_32_P36511	AK022487
A_32_P37704	AA042935
A_32_P381593	SLC26A7
A_32_P38323	SERPINB9
A_32_P384246	C7
A_32_P385587	ALAS2
A_32_P385645	OR10J3
A_32_P38735	UROC1
A_32_P39216	YWHAE
A_32_P393316	HSU79275
A_32_P39963	EXOSC6
A_32_P402521	PRPF8
A_32_P40272	LOC283666
A_32_P40476	AL036098
A_32_P405973	ADCY2
A_32_P40999	BX419129
A_32_P41292	VDAC2
A_32_P41396	AI762428
A_32_P41405	THOC3
A_32_P41461	WASF2
A_32_P41574	BC078672
A_32_P41604	F5
A_32_P421816	NT5C1B
A_32_P42197	HNRPA1
A_32_P42329	BQ004014
A_32_P42354	AI659667
A_32_P424932	AK023104
A_32_P42895	AW138903
A_32_P42913	AI051172
A_32_P42925	MRLC2
A_32_P43084	BM980974
A_32_P4318	BU733098
A_32_P43217	PSMA6
A_32_P43436	RPL29
A_32_P4364	BCAP31
A_32_P43711	SOCS7
A_32_P44394	AIM2
A_32_P44453	INPP1
A_32_P44568	LDHA
A_32_P44628	AA969200
A_32_P45009	IDH1
A_32_P45375	AF037219
A_32_P45462	CGA
A_32_P45493	FUSIP1
A_32_P45738	PGAM1
A_32_P45844	BX110856
A_32_P45875	PSMD8
A_32_P4595	AF010236
A_32_P460757	TAAR6
A_32_P460973	HLA-E
A_32_P46146	AI374885
A_32_P4647	BE703462
A_32_P465742	PIP5K1B
A_32_P47166	DQ655984
A_32_P475462	CLDN16
A_32_P47988	CAMK2D
A_32_P480177	TNN
A_32_P48397	PLXNB2
A_32_P48438	AA484677
A_32_P49188	ALG9
A_32_P49199	AL137566
A_32_P492524	GALNT13
A_32_P49654	RPS2
A_32_P49686	AI079353
A_32_P49844	RHOQ
A_32_P49848	RHOQ
A_32_P50005	DBT
A_32_P50123	SRGAP2
A_32_P50452	SMS
A_32_P50463	AI709405
A_32_P50834	DIAPH2
A_32_P50924	RP11-78J21.1
A_32_P515088	AF086045
A_32_P517715	RAD51L1
A_32_P517749	RPS6KA3
A_32_P51894	HNRPU
A_32_P52282	HSD17B7
A_32_P52590	AA887631
A_32_P5276	SGEF
A_32_P52785	DAAM2
A_32_P52911	ADI1
A_32_P532216	QARS
A_32_P53338	CA312250
A_32_P53524	BC092429
A_32_P53713	CLN3
A_32_P53951	AF147398
A_32_P540991	AK057591
A_32_P54137	UQCRH
A_32_P54274	DRD5
A_32_P54442	CSGlcA-T
A_32_P54475	AL540920
A_32_P55161	CENTG2
A_32_P56392	RBMX
A_32_P56434	AW079854
A_32_P56713	BCR
A_32_P5673	FABP3
A_32_P57237	RPL21
A_32_P57465	FPGS
